name,score
4089,Intel Xeon E5540 @ 2.53GHz,2783.0
4090,[Dual CPU] Intel Xeon E5540 @ 2.53GHz,4841.0
4091,Intel Xeon E5603 @ 1.60GHz,1935.0
4092,[Dual CPU] Intel Xeon E5603 @ 1.60GHz,3548.0
4093,Intel Xeon E5606 @ 2.13GHz,2365.0
4094,[Dual CPU] Intel Xeon E5606 @ 2.13GHz,4258.0
4095,Intel Xeon E5607 @ 2.27GHz,2686.0
4096,[Dual CPU] Intel Xeon E5607 @ 2.27GHz,4969.0
4097,Intel Xeon E5620 @ 2.40GHz,3590.0
4098,[Dual CPU] Intel Xeon E5620 @ 2.40GHz,6527.0
4099,Intel Xeon E5630 @ 2.53GHz,3790.0
4100,[Dual CPU] Intel Xeon E5630 @ 2.53GHz,6847.0
4101,Intel Xeon E5640 @ 2.67GHz,3782.0
4102,[Dual CPU] Intel Xeon E5640 @ 2.67GHz,7455.0
4103,Intel Xeon E5645 @ 2.40GHz,5048.0
4104,[Dual CPU] Intel Xeon E5645 @ 2.40GHz,9143.0
4105,Intel Xeon E5649 @ 2.53GHz,5686.0
4106,[Dual CPU] Intel Xeon E5649 @ 2.53GHz,9558.0
4107,Intel Xeon E7- 2830 @ 2.13GHz,2027.0
4108,[Dual CPU] Intel Xeon E7- 4807 @ 1.87GHz,6223.0
4109,[Quad CPU] Intel Xeon E7- 4850 @ 2.00GHz,21385.0
4110,[Dual CPU] Intel Xeon E7- 4850 @ 2.00GHz,9571.0
4111,[Quad CPU] Intel Xeon E7- 4860 @ 2.27GHz,20367.0
4112,[Quad CPU] Intel Xeon E7- 4870 @ 2.40GHz,24580.0
4113,[Dual CPU] Intel Xeon E7- 4870 @ 2.40GHz,11939.0
4114,[Quad CPU] Intel Xeon E7- 8837 @ 2.67GHz,17333.0
4115,[Quad CPU] Intel Xeon E7- 8870 @ 2.40GHz,24434.0
4116,Intel Xeon E7-4809 v2 @ 1.90GHz,16471.0
4117,[Quad CPU] Intel Xeon E7-4830 @ 2.13GHz,19981.0
4118,[Quad CPU] Intel Xeon E7-4870 v2 @ 2.30GHz,45230.0
4119,[Quad CPU] Intel Xeon E7-4880 v2 @ 2.50GHz,39311.0
4120,[Quad CPU] Intel Xeon E7-4890 v2 @ 2.80GHz,47367.0
4121,[Dual CPU] Intel Xeon E7-4890 v2 @ 2.80GHz,25055.0
4122,[Quad CPU] Intel Xeon E7-8857 v2 @ 3.00GHz,36304.0
4123,[3-Way CPU] Intel Xeon E7-8860 v4 @ 2.20GHz,22737.0
4124,[Quad CPU] Intel Xeon E7-8867 v3 @ 2.50GHz,46001.0
4125,[Dual CPU] Intel Xeon E7-8880 v2 @ 2.50GHz,25966.0
4126,Intel Xeon E7-8880 v3 @ 2.30GHz,18244.0
4127,[Quad CPU] Intel Xeon E7-8880 v3 @ 2.30GHz,50157.0
4128,[Dual CPU] Intel Xeon E7-8880 v3 @ 2.30GHz,34583.0
4129,[Quad CPU] Intel Xeon E7-8880 v4 @ 2.20GHz,54647.0
4130,[Dual CPU] Intel Xeon E7-8880 v4 @ 2.20GHz,37875.0
4131,[Quad CPU] Intel Xeon E7-8890 v3 @ 2.50GHz,51476.0
4132,[Quad CPU] Intel Xeon E7-8890 v4 @ 2.20GHz,67895.0
4133,Intel Xeon E7-8891 v3 @ 2.80GHz,21615.0
4134,[Quad CPU] Intel Xeon E7-8891 v4 @ 2.80GHz,48879.0
4135,[Quad CPU] Intel Xeon E7-8893 v4 @ 3.20GHz,28424.0
4136,[Quad CPU] Intel Xeon E7-8894 v4 @ 2.40GHz,60496.0
4137,[Quad CPU] Intel Xeon E7-8895 v2 @ 2.80GHz,57307.0
4138,Intel Xeon E7320 @ 2.13GHz,1469.0
4139,[Quad CPU] Intel Xeon E7320 @ 2.13GHz,5286.0
4140,[Quad CPU] Intel Xeon E7330 @ 2.40GHz,6792.0
4141,[Quad CPU] Intel Xeon E7340 @ 2.40GHz,6544.0
4142,[Quad CPU] Intel Xeon E7450 @ 2.40GHz,9849.0
4143,[Quad CPU] Intel Xeon E7530 @ 1.87GHz,7231.0
4144,[Quad CPU] Intel Xeon E7540 @ 2.00GHz,9409.0
4145,Intel Xeon Gold 5115 @ 2.40GHz,14677.0
4146,[Dual CPU] Intel Xeon Gold 5115 @ 2.40GHz,24760.0
4147,Intel Xeon Gold 5117 @ 2.00GHz,15816.0
4148,[Dual CPU] Intel Xeon Gold 5117 @ 2.00GHz,26794.0
4149,Intel Xeon Gold 5118 @ 2.30GHz,16627.0
4150,[Dual CPU] Intel Xeon Gold 5118 @ 2.30GHz,25299.0
4151,Intel Xeon Gold 5120 @ 2.20GHz,18111.0
4152,[Dual CPU] Intel Xeon Gold 5120 @ 2.20GHz,29566.0
4153,Intel Xeon Gold 5120T @ 2.20GHz,18127.0
4154,Intel Xeon Gold 5122 @ 3.60GHz,8868.0
4155,[Dual CPU] Intel Xeon Gold 5122 @ 3.60GHz,16453.0
4156,Intel Xeon Gold 5215 @ 2.50GHz,15624.0
4157,[Dual CPU] Intel Xeon Gold 5215 @ 2.50GHz,22066.0
4158,Intel Xeon Gold 5217 @ 3.00GHz,15429.0
4159,[Dual CPU] Intel Xeon Gold 5217 @ 3.00GHz,25455.0
4160,Intel Xeon Gold 5218 @ 2.30GHz,21651.0
4161,[Quad CPU] Intel Xeon Gold 5218 @ 2.30GHz,54123.0
4162,[Dual CPU] Intel Xeon Gold 5218 @ 2.30GHz,33345.0
4163,[Dual CPU] Intel Xeon Gold 5218N @ 2.30GHz,41082.0
4164,Intel Xeon Gold 5218R @ 2.10GHz,24742.0
4165,[Dual CPU] Intel Xeon Gold 5218R @ 2.10GHz,40534.0
4166,Intel Xeon Gold 5218T @ 2.10GHz,21433.0
4167,[Dual CPU] Intel Xeon Gold 5218T @ 2.10GHz,35030.0
4168,Intel Xeon Gold 5220 @ 2.20GHz,24154.0
4169,[Dual CPU] Intel Xeon Gold 5220 @ 2.20GHz,41925.0
4170,Intel Xeon Gold 5220R @ 2.20GHz,32765.0
4171,[Dual CPU] Intel Xeon Gold 5220R @ 2.20GHz,54260.0
4172,Intel Xeon Gold 5222 @ 3.80GHz,9489.0
4173,[Dual CPU] Intel Xeon Gold 5222 @ 3.80GHz,17523.0
4174,Intel Xeon Gold 5315Y @ 3.20GHz,20820.0
4175,[Dual CPU] Intel Xeon Gold 5315Y @ 3.20GHz,36428.0
4176,Intel Xeon Gold 5317 @ 3.00GHz,27387.0
4177,[Dual CPU] Intel Xeon Gold 5317 @ 3.00GHz,41181.0
4178,Intel Xeon Gold 5318H @ 2.50GHz,29301.0
4179,[Quad CPU] Intel Xeon Gold 5318H @ 2.50GHz,70723.0
4180,[Dual CPU] Intel Xeon Gold 5318H @ 2.50GHz,50218.0
4181,Intel Xeon Gold 5318Y @ 2.10GHz,33283.0
4182,[Dual CPU] Intel Xeon Gold 5318Y @ 2.10GHz,56985.0
4183,Intel Xeon Gold 5320 @ 2.20GHz,37558.0
4184,[Dual CPU] Intel Xeon Gold 5320 @ 2.20GHz,64917.0
4185,Intel Xeon Gold 5320H @ 2.40GHz,31718.0
4186,[Quad CPU] Intel Xeon Gold 5320H @ 2.40GHz,83263.0
4187,[Dual CPU] Intel Xeon Gold 5320H @ 2.40GHz,53931.0
4188,Intel Xeon Gold 5412U,52557.0
4189,Intel Xeon Gold 5415+,24951.0
4190,[Dual CPU] Intel Xeon Gold 5415+,44674.0
4191,Intel Xeon Gold 5416S,35976.0
4192,[Dual CPU] Intel Xeon Gold 5416S,62325.0
4193,Intel Xeon Gold 5418Y,44487.0
4194,[Dual CPU] Intel Xeon Gold 5418Y,81141.0
4195,Intel Xeon Gold 5420+,58209.0
4196,[Dual CPU] Intel Xeon Gold 5420+,88735.0
4197,Intel Xeon Gold 5512U,60365.0
4198,Intel Xeon Gold 5515+,25587.0
4199,Intel Xeon Gold 6122 @ 1.80GHz,23781.0
4200,[Dual CPU] Intel Xeon Gold 6122 @ 1.80GHz,40707.0
4201,Intel Xeon Gold 6126 @ 2.60GHz,19189.0
4202,[Dual CPU] Intel Xeon Gold 6126 @ 2.60GHz,30913.0
4203,Intel Xeon Gold 6128 @ 3.40GHz,12881.0
4204,[Dual CPU] Intel Xeon Gold 6128 @ 3.40GHz,22473.0
4205,Intel Xeon Gold 6130 @ 2.10GHz,20647.0
4206,[Dual CPU] Intel Xeon Gold 6130 @ 2.10GHz,33586.0
4207,[Dual CPU] Intel Xeon Gold 6130H @ 2.10GHz,35440.0
4208,Intel Xeon Gold 6130T @ 2.10GHz,21804.0
4209,Intel Xeon Gold 6132 @ 2.60GHz,22180.0
4210,[Dual CPU] Intel Xeon Gold 6132 @ 2.60GHz,34497.0
4211,Intel Xeon Gold 6134 @ 3.20GHz,16591.0
4212,[Quad CPU] Intel Xeon Gold 6134 @ 3.20GHz,40698.0
4213,[Dual CPU] Intel Xeon Gold 6134 @ 3.20GHz,27952.0
4214,Intel Xeon Gold 6136 @ 3.00GHz,20977.0
4215,[Quad CPU] Intel Xeon Gold 6136 @ 3.00GHz,61131.0
4216,[Dual CPU] Intel Xeon Gold 6136 @ 3.00GHz,35483.0
4217,Intel Xeon Gold 6137 @ 3.90GHz,19365.0
4218,Intel Xeon Gold 6138 @ 2.00GHz,24121.0
4219,[Quad CPU] Intel Xeon Gold 6138 @ 2.00GHz,67444.0
4220,[Dual CPU] Intel Xeon Gold 6138 @ 2.00GHz,42500.0
4221,Intel Xeon Gold 6138T @ 2.00GHz,20649.0
4222,[Dual CPU] Intel Xeon Gold 6138T @ 2.00GHz,36497.0
4223,[Dual CPU] Intel Xeon Gold 6139 @ 2.30GHz,40210.0
4224,Intel Xeon Gold 6140 @ 2.30GHz,24445.0
4225,[Dual CPU] Intel Xeon Gold 6140 @ 2.30GHz,40124.0
4226,Intel Xeon Gold 6142 @ 2.60GHz,25215.0
4227,[Dual CPU] Intel Xeon Gold 6142 @ 2.60GHz,35888.0
4228,Intel Xeon Gold 6143 @ 2.80GHz,24786.0
4229,[Dual CPU] Intel Xeon Gold 6143 @ 2.80GHz,46473.0
4230,Intel Xeon Gold 6144 @ 3.50GHz,19993.0
4231,[Dual CPU] Intel Xeon Gold 6144 @ 3.50GHz,30209.0
4232,Intel Xeon Gold 6146 @ 3.20GHz,23296.0
4233,[Dual CPU] Intel Xeon Gold 6146 @ 3.20GHz,38586.0
4234,Intel Xeon Gold 6148 @ 2.40GHz,29009.0
4235,[Dual CPU] Intel Xeon Gold 6148 @ 2.40GHz,46547.0
4236,[Dual CPU] Intel Xeon Gold 6149 @ 3.10GHz,37551.0
4237,Intel Xeon Gold 6150 @ 2.70GHz,27446.0
4238,[Quad CPU] Intel Xeon Gold 6150 @ 2.70GHz,64115.0
4239,[Dual CPU] Intel Xeon Gold 6150 @ 2.70GHz,46837.0
4240,Intel Xeon Gold 6152 @ 2.10GHz,25441.0
4241,[Dual CPU] Intel Xeon Gold 6152 @ 2.10GHz,45967.0
4242,Intel Xeon Gold 6154 @ 3.00GHz,28632.0
4243,[Dual CPU] Intel Xeon Gold 6154 @ 3.00GHz,49501.0
4244,Intel Xeon Gold 6208U @ 2.90GHz,27085.0
4245,Intel Xeon Gold 6210U @ 2.50GHz,28915.0
4246,Intel Xeon Gold 6212U @ 2.40GHz,27470.0
4247,Intel Xeon Gold 6222V @ 1.80GHz,24764.0
4248,Intel Xeon Gold 6226 @ 2.70GHz,20429.0
4249,[Quad CPU] Intel Xeon Gold 6226 @ 2.70GHz,64957.0
4250,[Dual CPU] Intel Xeon Gold 6226 @ 2.70GHz,32062.0
4251,Intel Xeon Gold 6226R @ 2.90GHz,26297.0
4252,[Dual CPU] Intel Xeon Gold 6226R @ 2.90GHz,40045.0
4253,Intel Xeon Gold 6230 @ 2.10GHz,27069.0
4254,[Dual CPU] Intel Xeon Gold 6230 @ 2.10GHz,44374.0
4255,Intel Xeon Gold 6230R @ 2.10GHz,33608.0
4256,[Dual CPU] Intel Xeon Gold 6230R @ 2.10GHz,53710.0
4257,Intel Xeon Gold 6234 @ 3.30GHz,17752.0
4258,[Dual CPU] Intel Xeon Gold 6234 @ 3.30GHz,30808.0
4259,Intel Xeon Gold 6238 @ 2.10GHz,28668.0
4260,Intel Xeon Gold 6238R @ 2.20GHz,37511.0
4261,[Dual CPU] Intel Xeon Gold 6238R @ 2.20GHz,57049.0
4262,Intel Xeon Gold 6240 @ 2.60GHz,28369.0
4263,[Dual CPU] Intel Xeon Gold 6240 @ 2.60GHz,48736.0
4264,Intel Xeon Gold 6240R @ 2.40GHz,33353.0
4265,[Dual CPU] Intel Xeon Gold 6240R @ 2.40GHz,55765.0
4266,Intel Xeon Gold 6242 @ 2.80GHz,26288.0
4267,[Dual CPU] Intel Xeon Gold 6242 @ 2.80GHz,37742.0
4268,Intel Xeon Gold 6242R @ 3.10GHz,34282.0
4269,[Dual CPU] Intel Xeon Gold 6242R @ 3.10GHz,54398.0
4270,Intel Xeon Gold 6244 @ 3.60GHz,18980.0
4271,[Dual CPU] Intel Xeon Gold 6244 @ 3.60GHz,33625.0
4272,Intel Xeon Gold 6246 @ 3.30GHz,24829.0
4273,[Dual CPU] Intel Xeon Gold 6246 @ 3.30GHz,42206.0
4274,Intel Xeon Gold 6246R @ 3.40GHz,30468.0
4275,[Dual CPU] Intel Xeon Gold 6246R @ 3.40GHz,48396.0
4276,Intel Xeon Gold 6248 @ 2.50GHz,29831.0
4277,[Dual CPU] Intel Xeon Gold 6248 @ 2.50GHz,37412.0
4278,Intel Xeon Gold 6248R @ 3.00GHz,36186.0
4279,[Dual CPU] Intel Xeon Gold 6248R @ 3.00GHz,61068.0
4280,Intel Xeon Gold 6250 @ 3.90GHz,20915.0
4281,[Dual CPU] Intel Xeon Gold 6250 @ 3.90GHz,35164.0
4282,Intel Xeon Gold 6252 @ 2.10GHz,27148.0
4283,[Dual CPU] Intel Xeon Gold 6252 @ 2.10GHz,49891.0
4284,[Dual CPU] Intel Xeon Gold 6252N @ 2.30GHz,49269.0
4285,Intel Xeon Gold 6253CL @ 3.10GHz,28549.0
4286,[Dual CPU] Intel Xeon Gold 6253CL @ 3.10GHz,49872.0
4287,Intel Xeon Gold 6254 @ 3.10GHz,31513.0
4288,[Dual CPU] Intel Xeon Gold 6254 @ 3.10GHz,54569.0
4289,[Quad CPU] Intel Xeon Gold 6256 @ 3.60GHz,76542.0
4290,[Dual CPU] Intel Xeon Gold 6256 @ 3.60GHz,46766.0
4291,Intel Xeon Gold 6258R @ 2.70GHz,40252.0
4292,[Dual CPU] Intel Xeon Gold 6258R @ 2.70GHz,63984.0
4293,Intel Xeon Gold 6262 @ 1.90GHz,21823.0
4294,[Dual CPU] Intel Xeon Gold 6262 @ 1.90GHz,47488.0
4295,Intel Xeon Gold 6262V @ 1.90GHz,3155.0
4296,[Dual CPU] Intel Xeon Gold 6266C @ 3.00GHz,51998.0
4297,Intel Xeon Gold 6268CL @ 2.80GHz,34558.0
4298,[Dual CPU] Intel Xeon Gold 6268CL @ 2.80GHz,61095.0
4299,Intel Xeon Gold 6278C @ 2.60GHz,32835.0
4300,Intel Xeon Gold 6312U @ 2.40GHz,42124.0
4301,Intel Xeon Gold 6314U @ 2.30GHz,48013.0
4302,Intel Xeon Gold 6326 @ 2.90GHz,35270.0
4303,[Dual CPU] Intel Xeon Gold 6326 @ 2.90GHz,54086.0
4304,Intel Xeon Gold 6330 @ 2.00GHz,43056.0
4305,[Dual CPU] Intel Xeon Gold 6330 @ 2.00GHz,64015.0
4306,Intel Xeon Gold 6330N @ 2.20GHz,36360.0
4307,Intel Xeon Gold 6334 @ 3.60GHz,21521.0
4308,[Dual CPU] Intel Xeon Gold 6334 @ 3.60GHz,35117.0
4309,Intel Xeon Gold 6336Y @ 2.40GHz,45517.0
4310,[Dual CPU] Intel Xeon Gold 6336Y @ 2.40GHz,71408.0
4311,Intel Xeon Gold 6338 @ 2.00GHz,33814.0
4312,[Dual CPU] Intel Xeon Gold 6338 @ 2.00GHz,68563.0
4313,Intel Xeon Gold 6338N @ 2.20GHz,42086.0
4314,[Dual CPU] Intel Xeon Gold 6338N @ 2.20GHz,65860.0
4315,Intel Xeon Gold 6342 @ 2.80GHz,47320.0
4316,[Dual CPU] Intel Xeon Gold 6342 @ 2.80GHz,72919.0
4317,Intel Xeon Gold 6346 @ 3.10GHz,37665.0
4318,[Dual CPU] Intel Xeon Gold 6346 @ 3.10GHz,55568.0
4319,Intel Xeon Gold 6348 @ 2.60GHz,52276.0
4320,[Dual CPU] Intel Xeon Gold 6348 @ 2.60GHz,75906.0
4321,Intel Xeon Gold 6354 @ 3.00GHz,41445.0
4322,[Dual CPU] Intel Xeon Gold 6354 @ 3.00GHz,64422.0
4323,Intel Xeon Gold 6414U,57200.0
4324,Intel Xeon Gold 6416H,40606.0
4325,[Dual CPU] Intel Xeon Gold 6418H,84526.0
4326,Intel Xeon Gold 6421N,58797.0
4327,Intel Xeon Gold 6423N,57434.0
4328,Intel Xeon Gold 6426Y,38159.0
4329,[Dual CPU] Intel Xeon Gold 6426Y,68988.0
4330,[Dual CPU] Intel Xeon Gold 6428N,86030.0
4331,[Dual CPU] Intel Xeon Gold 6430,82407.0
4332,Intel Xeon Gold 6434,24836.0
4333,[Dual CPU] Intel Xeon Gold 6434,48025.0
4334,Intel Xeon Gold 6438N,52789.0
4335,[Dual CPU] Intel Xeon Gold 6438Y+,94596.0
4336,Intel Xeon Gold 6442Y,56263.0
4337,[Dual CPU] Intel Xeon Gold 6442Y,92983.0
4338,[Dual CPU] Intel Xeon Gold 6444Y,71870.0
4339,Intel Xeon Gold 6448Y,60449.0
4340,[Dual CPU] Intel Xeon Gold 6448Y,104805.0
4341,[Dual CPU] Intel Xeon Gold 6454S,85725.0
4342,Intel Xeon Gold 6526Y,46025.0
4343,[Dual CPU] Intel Xeon Gold 6526Y,71416.0
4344,Intel Xeon Gold 6530,65533.0
4345,[Dual CPU] Intel Xeon Gold 6530,85966.0
4346,[Dual CPU] Intel Xeon Gold 6534,51562.0
4347,Intel Xeon Gold 6538N,44895.0
4348,[Dual CPU] Intel Xeon Gold 6544Y,79819.0
4349,[Dual CPU] Intel Xeon Gold 6548Y+,85587.0
4350,Intel Xeon L3110 @ 3.00GHz,1338.0
4351,Intel Xeon L3360 @ 2.83GHz,2412.0
4352,Intel Xeon L3406 @ 2.27GHz,928.0
4353,Intel Xeon L3426 @ 1.87GHz,2470.0
4354,Intel Xeon L5240 @ 3.00GHz,1337.0
4355,Intel Xeon L5310 @ 1.60GHz,1385.0
4356,Intel Xeon L5320 @ 1.86GHz,1118.0
4357,Intel Xeon L5335 @ 2.00GHz,1737.0
4358,Intel Xeon L5408 @ 2.13GHz,1769.0
4359,Intel Xeon L5410 @ 2.33GHz,1940.0
4360,[Dual CPU] Intel Xeon L5410 @ 2.33GHz,3974.0
4361,Intel Xeon L5420 @ 2.50GHz,2143.0
4362,[Dual CPU] Intel Xeon L5420 @ 2.50GHz,4221.0
4363,Intel Xeon L5430 @ 2.66GHz,2260.0
4364,[Dual CPU] Intel Xeon L5430 @ 2.66GHz,4269.0
4365,[Dual CPU] Intel Xeon L5506 @ 2.13GHz,4019.0
4366,Intel Xeon L5520 @ 2.27GHz,2274.0
4367,[Dual CPU] Intel Xeon L5520 @ 2.27GHz,4561.0
4368,Intel Xeon L5530 @ 2.40GHz,2522.0
4369,Intel Xeon L5609 @ 1.87GHz,3298.0
4370,Intel Xeon L5630 @ 2.13GHz,3018.0
4371,[Dual CPU] Intel Xeon L5630 @ 2.13GHz,5267.0
4372,Intel Xeon L5638 @ 2.00GHz,3707.0
4373,[Dual CPU] Intel Xeon L5638 @ 2.00GHz,7217.0
4374,Intel Xeon L5639 @ 2.13GHz,4419.0
4375,[Dual CPU] Intel Xeon L5639 @ 2.13GHz,5768.0
4376,Intel Xeon L5640 @ 2.27GHz,4645.0
4377,[Dual CPU] Intel Xeon L5640 @ 2.27GHz,8474.0
4378,Intel Xeon L7455 @ 2.13GHz,2494.0
4379,Intel Xeon Max 9480,87420.0
4380,Intel Xeon MV 3.20GHz,582.0
4381,Intel Xeon Phi 7210 @ 1.30GHz,7306.0
4382,[Dual CPU] Intel Xeon Platinum 6162 @ 1.90GHz,44322.0
4383,Intel Xeon Platinum 8124M @ 3.00GHz,27336.0
4384,[Dual CPU] Intel Xeon Platinum 8124M @ 3.00GHz,48775.0
4385,Intel Xeon Platinum 8151 @ 3.40GHz,5669.0
4386,[Dual CPU] Intel Xeon Platinum 8153 @ 2.00GHz,30722.0
4387,[Dual CPU] Intel Xeon Platinum 8156 @ 3.60GHz,16852.0
4388,Intel Xeon Platinum 8160 @ 2.10GHz,28825.0
4389,[Quad CPU] Intel Xeon Platinum 8160 @ 2.10GHz,72905.0
4390,[Dual CPU] Intel Xeon Platinum 8160 @ 2.10GHz,49282.0
4391,[Dual CPU] Intel Xeon Platinum 8160M @ 2.10GHz,53398.0
4392,Intel Xeon Platinum 8167M @ 2.00GHz,25396.0
4393,Intel Xeon Platinum 8168 @ 2.70GHz,33099.0
4394,[Dual CPU] Intel Xeon Platinum 8168 @ 2.70GHz,54431.0
4395,Intel Xeon Platinum 8171M @ 2.60GHz,30632.0
4396,[Dual CPU] Intel Xeon Platinum 8171M @ 2.60GHz,57780.0
4397,Intel Xeon Platinum 8173M @ 2.00GHz,28025.0
4398,[Dual CPU] Intel Xeon Platinum 8173M @ 2.00GHz,53264.0
4399,Intel Xeon Platinum 8175M @ 2.50GHz,26659.0
4400,Intel Xeon Platinum 8176 @ 2.10GHz,23179.0
4401,[Dual CPU] Intel Xeon Platinum 8176 @ 2.10GHz,53835.0
4402,[Quad CPU] Intel Xeon Platinum 8176M @ 2.10GHz,88102.0
4403,Intel Xeon Platinum 8180 @ 2.50GHz,38259.0
4404,[Dual CPU] Intel Xeon Platinum 8180 @ 2.50GHz,59385.0
4405,[Dual CPU] Intel Xeon Platinum 8180M @ 2.50GHz,52715.0
4406,Intel Xeon Platinum 8252C @ 3.80GHz,28147.0
4407,[Dual CPU] Intel Xeon Platinum 8252C @ 3.80GHz,48676.0
4408,[Dual CPU] Intel Xeon Platinum 8253 @ 2.20GHz,30507.0
4409,[Dual CPU] Intel Xeon Platinum 8256 @ 3.80GHz,16787.0
4410,Intel Xeon Platinum 8259CL @ 2.50GHz,31142.0
4411,[Dual CPU] Intel Xeon Platinum 8259CL @ 2.50GHz,54849.0
4412,Intel Xeon Platinum 8260 @ 2.40GHz,30347.0
4413,[Quad CPU] Intel Xeon Platinum 8260 @ 2.40GHz,83793.0
4414,[Dual CPU] Intel Xeon Platinum 8260 @ 2.40GHz,52066.0
4415,Intel Xeon Platinum 8260M @ 2.30GHz,33970.0
4416,[Dual CPU] Intel Xeon Platinum 8260M @ 2.30GHz,55297.0
4417,Intel Xeon Platinum 8268 @ 2.90GHz,34483.0
4418,[Dual CPU] Intel Xeon Platinum 8268 @ 2.90GHz,62130.0
4419,[Dual CPU] Intel Xeon Platinum 8269CY @ 2.50GHz,61811.0
4420,Intel Xeon Platinum 8270 @ 2.70GHz,29986.0
4421,[Dual CPU] Intel Xeon Platinum 8270CL @ 2.70GHz,52386.0
4422,Intel Xeon Platinum 8273CL @ 2.20GHz,35769.0
4423,[Dual CPU] Intel Xeon Platinum 8273CL @ 2.20GHz,50348.0
4424,Intel Xeon Platinum 8275CL @ 3.00GHz,40794.0
4425,[Dual CPU] Intel Xeon Platinum 8275CL @ 3.00GHz,66812.0
4426,[Dual CPU] Intel Xeon Platinum 8276L @ 2.20GHz,60188.0
4427,Intel Xeon Platinum 8280 @ 2.70GHz,32781.0
4428,[Dual CPU] Intel Xeon Platinum 8280 @ 2.70GHz,64291.0
4429,[Dual CPU] Intel Xeon Platinum 8336C,74875.0
4430,[Dual CPU] Intel Xeon Platinum 8338C @ 2.60GHz,81817.0
4431,Intel Xeon Platinum 8347C @ 2.10GHz,49386.0
4432,[Dual CPU] Intel Xeon Platinum 8352Y @ 2.20GHz,68643.0
4433,Intel Xeon Platinum 8358 @ 2.60GHz,54416.0
4434,[Dual CPU] Intel Xeon Platinum 8358 @ 2.60GHz,83116.0
4435,[Dual CPU] Intel Xeon Platinum 8358P @ 2.60GHz,82052.0
4436,Intel Xeon Platinum 8360Y @ 2.40GHz,54078.0
4437,[Dual CPU] Intel Xeon Platinum 8368 @ 2.40GHz,88038.0
4438,Intel Xeon Platinum 8368Q @ 2.60GHz,46681.0
4439,[Dual CPU] Intel Xeon Platinum 8369B @ 2.90GHz,87459.0
4440,Intel Xeon Platinum 8375C @ 2.90GHz,56202.0
4441,[Dual CPU] Intel Xeon Platinum 8375C @ 2.90GHz,86451.0
4442,Intel Xeon Platinum 8380 @ 2.30GHz,62318.0
4443,[Dual CPU] Intel Xeon Platinum 8380 @ 2.30GHz,91257.0
4444,[Dual CPU] Intel Xeon Platinum 8450H,87103.0
4445,Intel Xeon Platinum 8454H,62347.0
4446,[Dual CPU] Intel Xeon Platinum 8457C,109905.0
4447,[Dual CPU] Intel Xeon Platinum 8458P,117136.0
4448,Intel Xeon Platinum 8461V,74982.0
4449,[Dual CPU] Intel Xeon Platinum 8462Y+,111282.0
4450,[Dual CPU] Intel Xeon Platinum 8468,126838.0
4451,[Dual CPU] Intel Xeon Platinum 8470,109610.0
4452,Intel Xeon Platinum 8470 @2.00GHz,89850.0
4453,Intel Xeon Platinum 8475B,3280.0
4454,[Dual CPU] Intel Xeon Platinum 8479 @2.00GHz,24087.0
4455,[Dual CPU] Intel Xeon Platinum 8480+,125165.0
4456,Intel Xeon Platinum 8481C @ 2.70GHz,11681.0
4457,[Dual CPU] Intel Xeon Platinum 8488C,127207.0
4458,[Dual CPU] Intel Xeon Platinum 8562Y+,114143.0
4459,[Dual CPU] Intel Xeon Platinum 8568Y+,125432.0
4460,[Dual CPU] Intel Xeon Platinum 8570,137588.0
4461,Intel Xeon Platinum 8571N,68385.0
4462,Intel Xeon Platinum 8575C,3342.0
4463,Intel Xeon Platinum 8592+,84013.0
4464,Intel Xeon Platinum P-8124 @ 3.00GHz,22674.0
4465,[Dual CPU] Intel Xeon Platinum P-8124 @ 3.00GHz,43913.0
4466,Intel Xeon Silver 4108 @ 1.80GHz,8909.0
4467,[Dual CPU] Intel Xeon Silver 4108 @ 1.80GHz,15984.0
4468,Intel Xeon Silver 4109T @ 2.00GHz,10348.0
4469,Intel Xeon Silver 4110 @ 2.10GHz,10215.0
4470,[Dual CPU] Intel Xeon Silver 4110 @ 2.10GHz,17282.0
4471,Intel Xeon Silver 4112 @ 2.60GHz,6446.0
4472,[Dual CPU] Intel Xeon Silver 4112 @ 2.60GHz,12251.0
4473,Intel Xeon Silver 4114 @ 2.20GHz,13161.0
4474,[Dual CPU] Intel Xeon Silver 4114 @ 2.20GHz,20759.0
4475,Intel Xeon Silver 4116 @ 2.10GHz,14660.0
4476,[Dual CPU] Intel Xeon Silver 4116 @ 2.10GHz,25536.0
4477,Intel Xeon Silver 4116T @ 2.10GHz,15187.0
4478,Intel Xeon Silver 4123 @ 3.00GHz,14405.0
4479,Intel Xeon Silver 4208 @ 2.10GHz,11247.0
4480,[Dual CPU] Intel Xeon Silver 4208 @ 2.10GHz,18744.0
4481,Intel Xeon Silver 4209T @ 2.20GHz,11080.0
4482,Intel Xeon Silver 4210 @ 2.20GHz,13520.0
4483,[Dual CPU] Intel Xeon Silver 4210 @ 2.20GHz,23410.0
4484,Intel Xeon Silver 4210R @ 2.40GHz,15118.0
4485,[Dual CPU] Intel Xeon Silver 4210R @ 2.40GHz,22754.0
4486,Intel Xeon Silver 4214 @ 2.20GHz,16190.0
4487,[Dual CPU] Intel Xeon Silver 4214 @ 2.20GHz,25829.0
4488,Intel Xeon Silver 4214R @ 2.40GHz,18275.0
